HGNC ID	Approved symbol	Approved name
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20
HGNC:16662	ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18
HGNC:14632	ADAMTSL1	ADAMTS like 1
HGNC:14631	ADAMTSL2	ADAMTS like 2
HGNC:14633	ADAMTSL3	ADAMTS like 3
HGNC:19706	ADAMTSL4	ADAMTS like 4
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1
HGNC:27912	ADAMTSL5	ADAMTS like 5
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2
HGNC:225	ADAR	adenosine deaminase RNA specific
HGNC:226	ADARB1	adenosine deaminase RNA specific B1
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3
HGNC:19038	ADCK1	aarF domain containing kinase 1
HGNC:19039	ADCK2	aarF domain containing kinase 2
HGNC:21738	ADCK5	aarF domain containing kinase 5
HGNC:229	ADCP1	adenosine deaminase complexing protein 1
HGNC:230	ADCP2~withdrawn	symbol withdrawn, see DPP4
HGNC:231	ADCR~withdrawn	symbol withdrawn, see WT2
HGNC:232	ADCY1	adenylate cyclase 1
HGNC:233	ADCY2	adenylate cyclase 2
HGNC:234	ADCY3	adenylate cyclase 3
HGNC:235	ADCY4	adenylate cyclase 4
HGNC:236	ADCY5	adenylate cyclase 5
HGNC:237	ADCY6	adenylate cyclase 6
HGNC:238	ADCY7	adenylate cyclase 7
HGNC:239	ADCY8	adenylate cyclase 8
HGNC:240	ADCY9	adenylate cyclase 9
HGNC:21285	ADCY10	adenylate cyclase 10
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1
HGNC:242	ADCYAP1R1	ADCYAP receptor type I
HGNC:243	ADD1	adducin 1
HGNC:244	ADD2	adducin 2
HGNC:245	ADD3	adducin 3
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1
HGNC:246	ADDL~withdrawn	symbol withdrawn, see ADD3
HGNC:247	ADFN	albinism-deafness syndrome
HGNC:21212	ADGB	androglobin
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1
HGNC:49543	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3
HGNC:50604	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
HGNC:254	ADH5P1~withdrawn	entry withdrawn
HGNC:22976	ADH5P2	ADH5 pseudogene 2
HGNC:22991	ADH5P3	ADH5 pseudogene 3
HGNC:21377	ADH5P4	ADH5 pseudogene 4
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1
HGNC:30576	ADI1	acireductone dioxygenase 1
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3
HGNC:28606	ADIG	adipogenin
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1
HGNC:24040	ADIPOR1	adiponectin receptor 1
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2
HGNC:24041	ADIPOR2	adiponectin receptor 2
HGNC:16477	ADIR~withdrawn	symbol withdrawn, see TOR3A
HGNC:24043	ADIRF	adipogenesis regulatory factor
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1
HGNC:257	ADK	adenosine kinase
HGNC:258	ADL~withdrawn	symbol withdrawn, see SGCA
HGNC:259	ADM	adrenomedullin
HGNC:28898	ADM2	adrenomedullin 2
HGNC:27293	ADM5	adrenomedullin 5 (putative)
HGNC:260	ADMLX~withdrawn	symbol withdrawn, see ANOS1
HGNC:261	ADMLY~withdrawn	symbol withdrawn, see ANOS2P
HGNC:15766	ADNP	activity dependent neuroprotector homeobox
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1
HGNC:23803	ADNP2	ADNP homeobox 2
HGNC:23506	ADO	2-aminoethanethiol dioxygenase
HGNC:262	ADORA1	adenosine A1 receptor
HGNC:263	ADORA2A	adenosine A2a receptor
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1
HGNC:264	ADORA2B	adenosine A2b receptor
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1
HGNC:266	ADORA2L1~withdrawn	entry withdrawn
HGNC:267	ADORA2L2~withdrawn	entry withdrawn
HGNC:268	ADORA3	adenosine A3 receptor
HGNC:25250	ADPGK	ADP dependent glucokinase
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1
HGNC:21304	ADPRHL2	ADP-ribosylhydrolase like 2
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
HGNC:277	ADRA1A	adrenoceptor alpha 1A
HGNC:278	ADRA1B	adrenoceptor alpha 1B
HGNC:279	ADRA1C~withdrawn	symbol withdrawn, see ADRA1A
HGNC:280	ADRA1D	adrenoceptor alpha 1D
HGNC:281	ADRA2A	adrenoceptor alpha 2A
HGNC:282	ADRA2B	adrenoceptor alpha 2B
HGNC:283	ADRA2C	adrenoceptor alpha 2C
HGNC:284	ADRA2L1~withdrawn	symbol withdrawn, see ADRA2B
HGNC:285	ADRB1	adrenoceptor beta 1
HGNC:286	ADRB2	adrenoceptor beta 2
HGNC:287	ADRB2RL1~withdrawn	symbol withdrawn, see HTR1A
HGNC:288	ADRB3	adrenoceptor beta 3
HGNC:15759	ADRM1	adhesion regulating molecule 1
HGNC:291	ADSL	adenylosuccinate lyase
HGNC:292	ADSS	adenylosuccinate synthase
HGNC:20093	ADSSL1	adenylosuccinate synthase like 1
HGNC:293	ADT~withdrawn	entry withdrawn
HGNC:294	ADTAA~withdrawn	symbol withdrawn, see AP2A1
HGNC:295	ADTAB~withdrawn	symbol withdrawn, see AP2A2
HGNC:296	ADTB1~withdrawn	symbol withdrawn, see AP1B1
HGNC:299	ADTB2~withdrawn	symbol withdrawn, see AP2B1
HGNC:300	ADTG~withdrawn	symbol withdrawn, see AP1G1
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein
HGNC:301	AE1~withdrawn	symbol withdrawn, see SLC4A1
HGNC:302	AE2~withdrawn	symbol withdrawn, see SLC4A2
HGNC:303	AEBP1	AE binding protein 1
HGNC:24051	AEBP2	AE binding protein 2
HGNC:305	AEMK~withdrawn	symbol withdrawn, see KCNA1
HGNC:25722	AEN	apoptosis enhancing nuclease
HGNC:306	AEPLC~withdrawn	symbol withdrawn, see BACE2
HGNC:308	AEZ~withdrawn	symbol withdrawn, see SLC39A4
HGNC:309	AF8T	AF8 temperature sensitivity complementing
HGNC:310	AFA	ankyloblepharon filiforme adnatum
HGNC:24017	AFAP1	actin filament associated protein 1
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2
HGNC:311	AFCP~withdrawn	symbol withdrawn, see CAPG
HGNC:312	AFD1	acrofacial dysostosis 1, Nager type
HGNC:7137	AFDN	afadin, adherens junction formation factor
HGNC:21236	AFDN-DT	AFDN divergent transcript
HGNC:7135	AFF1	AF4/FMR2 family member 1
HGNC:53447	AFF1-AS1	AFF1 antisense RNA 1
HGNC:3776	AFF2	AF4/FMR2 family member 2
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1
HGNC:6473	AFF3	AF4/FMR2 family member 3
HGNC:17869	AFF4	AF4/FMR2 family member 4
HGNC:16411	AFG1L	AFG1 like ATPase
HGNC:313	AFG3~withdrawn	symbol withdrawn, see AFG3L1P
HGNC:314	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2
HGNC:24169	AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1
HGNC:316	AFM	afamin
HGNC:20910	AFMID	arylformamidase
HGNC:317	AFP	alpha fetoprotein
HGNC:25951	AFTPH	aftiphilin
HGNC:318	AGA	aspartylglucosaminidase
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
HGNC:41427	AGAP1-IT1	AGAP1 intronic transcript 1
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
HGNC:48633	AGAP2-AS1	AGAP2 antisense RNA 1
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
HGNC:23467	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5
HGNC:23466	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
HGNC:23465	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene
HGNC:23464	AGAP8~withdrawn	symbol withdrawn, see AGAP4
HGNC:23463	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9
HGNC:23462	AGAP10~withdrawn	symbol withdrawn, see AGAP10P
HGNC:23659	AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene
HGNC:29421	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
HGNC:23661	AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene
HGNC:23499	AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene
HGNC:23660	AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene
HGNC:26504	AGBL1	ATP/GTP binding protein like 1
HGNC:48617	AGBL1-AS1	AGBL1 antisense RNA 1
HGNC:26296	AGBL2	ATP/GTP binding protein like 2
HGNC:27981	AGBL3	ATP/GTP binding protein like 3
HGNC:25892	AGBL4	ATP/GTP binding protein like 4
HGNC:41482	AGBL4-IT1	AGBL4 intronic transcript 1
HGNC:26147	AGBL5	ATP/GTP binding protein like 5
HGNC:41133	AGBL5-AS1	AGBL5 antisense RNA 1
HGNC:41484	AGBL5-IT1	AGBL5 intronic transcript 1
HGNC:320	AGER	advanced glycosylation end-product specific receptor
HGNC:5175	AGFG1	ArfGAP with FG repeats 1
HGNC:5177	AGFG2	ArfGAP with FG repeats 2
HGNC:24684	AGGF1	angiogenic factor with G-patch and FHA domains 1
HGNC:38051	AGGF1P1	angiogenic factor with G-patch and FHA domains 1 pseudogene 1
HGNC:38052	AGGF1P2	angiogenic factor with G-patch and FHA domains 1 pseudogene 2
HGNC:38053	AGGF1P3	angiogenic factor with G-patch and FHA domains 1 pseudogene 3
HGNC:38054	AGGF1P4	angiogenic factor with G-patch and FHA domains 1 pseudogene 4
HGNC:51741	AGGF1P5	angiogenic factor with G-patch and FHA domains 1 pseudogene 5
HGNC:51744	AGGF1P6	angiogenic factor with G-patch and FHA domains 1 pseudogene 6
HGNC:51740	AGGF1P7	angiogenic factor with G-patch and FHA domains 1 pseudogene 7
HGNC:51745	AGGF1P8	angiogenic factor with G-patch and FHA domains 1 pseudogene 8
HGNC:51746	AGGF1P9	angiogenic factor with G-patch and FHA domains 1 pseudogene 9
HGNC:51747	AGGF1P10	angiogenic factor with G-patch and FHA domains 1 pseudogene 10
HGNC:21869	AGK	acylglycerol kinase
HGNC:37661	AGKP1	acylglycerol kinase pseudogene 1
HGNC:321	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
HGNC:18407	AGMAT	agmatinase
HGNC:33784	AGMO	alkylglycerol monooxygenase
HGNC:322	AGMX1~withdrawn	symbol withdrawn, see BTK
HGNC:323	AGMX2	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)
HGNC:3262	AGO1	argonaute RISC component 1
HGNC:3263	AGO2	argonaute RISC catalytic component 2
HGNC:18421	AGO3	argonaute RISC catalytic component 3
HGNC:18424	AGO4	argonaute RISC component 4
HGNC:324	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
HGNC:325	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
HGNC:326	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
HGNC:20885	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
HGNC:20988	AGPAT4-IT1	AGPAT4 intronic transcript 1
HGNC:20886	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5
HGNC:37709	AGPAT5P1	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1
HGNC:327	AGPS	alkylglycerone phosphate synthase
HGNC:328	AGR2	anterior gradient 2, protein disulphide isomerase family member
HGNC:24167	AGR3	anterior gradient 3, protein disulphide isomerase family member
HGNC:329	AGRN	agrin
HGNC:330	AGRP	agouti related neuropeptide
HGNC:331	AGS~withdrawn	symbol withdrawn, see JAG1
HGNC:332	AGS1~withdrawn	symbol withdrawn, see TREX1
HGNC:31917	AGS2~withdrawn	symbol withdrawn, see RNASEH2B
HGNC:333	AGT	angiotensinogen
HGNC:334	AGTBP~withdrawn	symbol withdrawn, see NLN
HGNC:335	AGTIL~withdrawn	symbol withdrawn, see ASIP
HGNC:17258	AGTPBP1	ATP/GTP binding protein 1
HGNC:336	AGTR1	angiotensin II receptor type 1
HGNC:337	AGTR1B~withdrawn	symbol withdrawn, see AGTR1
HGNC:338	AGTR2	angiotensin II receptor type 2
HGNC:13539	AGTRAP	angiotensin II receptor associated protein
HGNC:340	AGTRL2~withdrawn	entry withdrawn
HGNC:341	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase
HGNC:14412	AGXT2	alanine--glyoxylate aminotransferase 2
HGNC:342	AHC~withdrawn	symbol withdrawn, see NR0B1
HGNC:24618	AHCTF1	AT-hook containing transcription factor 1
HGNC:24620	AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1
HGNC:343	AHCY	adenosylhomocysteinase
HGNC:344	AHCYL1	adenosylhomocysteinase like 1
HGNC:22204	AHCYL2	adenosylhomocysteinase like 2
HGNC:44993	AHCYP1	adenosylhomocysteinase pseudogene 1
HGNC:44994	AHCYP2	adenosylhomocysteinase pseudogene 2
HGNC:44995	AHCYP3	adenosylhomocysteinase pseudogene 3
HGNC:44996	AHCYP4	adenosylhomocysteinase pseudogene 4
HGNC:44997	AHCYP5	adenosylhomocysteinase pseudogene 5
HGNC:44998	AHCYP6	adenosylhomocysteinase pseudogene 6
HGNC:44999	AHCYP7	adenosylhomocysteinase pseudogene 7
HGNC:45000	AHCYP8	adenosylhomocysteinase pseudogene 8
HGNC:25230	AHDC1	AT-hook DNA binding motif containing 1
HGNC:345	AHDS~withdrawn	symbol withdrawn, see SLC16A2
HGNC:21575	AHI1	Abelson helper integration site 1
HGNC:347	AHNAK	AHNAK nucleoprotein
HGNC:20125	AHNAK2	AHNAK nucleoprotein 2
HGNC:348	AHR	aryl hydrocarbon receptor
HGNC:346	AHRR	aryl-hydrocarbon receptor repressor
HGNC:1189	AHSA1	activator of HSP90 ATPase activity 1
HGNC:20437	AHSA2P	activator of HSP90 ATPase homolog 2, pseudogene
HGNC:349	AHSG	alpha 2-HS glycoprotein
HGNC:18075	AHSP	alpha hemoglobin stabilizing protein
HGNC:350	AIC	Aicardi syndrome
HGNC:13203	AICDA	activation induced cytidine deaminase
HGNC:25761	AIDA	axin interactor, dorsalization associated
HGNC:351	AIED~withdrawn	symbol withdrawn, see CACNA1F
HGNC:352	AIF1	allograft inflammatory factor 1
HGNC:28904	AIF1L	allograft inflammatory factor 1 like
HGNC:8768	AIFM1	apoptosis inducing factor mitochondria associated 1
HGNC:44884	AIFM1P1	AIFM1 pseudogene 1
HGNC:21411	AIFM2	apoptosis inducing factor mitochondria associated 2
HGNC:26398	AIFM3	apoptosis inducing factor mitochondria associated 3
HGNC:21607	AIG1	androgen induced 1
HGNC:43926	AIG1P1	androgen induced 1 pseudogene 1
HGNC:353	AIH1~withdrawn	symbol withdrawn, see AMELX
HGNC:354	AIH2~withdrawn	symbol withdrawn, see ENAM
HGNC:355	AIH3	amelogenesis imperfecta 3, hypomaturation or hypoplastic type
HGNC:357	AIM2	absent in melanoma 2
HGNC:10648	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
HGNC:16543	AIMP1P1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1
HGNC:43693	AIMP1P2	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2
HGNC:20609	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
HGNC:358	AIP	aryl hydrocarbon receptor interacting protein
HGNC:359	AIPL1	aryl hydrocarbon receptor interacting protein like 1
HGNC:360	AIRE	autoimmune regulator
HGNC:34515	AIRN	antisense of IGF2R non-protein coding RNA
HGNC:16304	AIS1	autoimmune susceptibility 1
HGNC:23054	AIS2	autoimmune susceptibility 2
HGNC:23083	AIS3	autoimmune susceptibility 3 (vitiligo specific)
HGNC:30801	AJAP1	adherens junctions associated protein 1
HGNC:37284	AJM1	apical junction component 1 homolog
HGNC:20250	AJUBA	ajuba LIM protein
HGNC:361	AK1	adenylate kinase 1
HGNC:362	AK2	adenylate kinase 2
HGNC:24037	AK2P1	adenylate kinase 2 pseudogene 1
HGNC:33542	AK2P2	adenylate kinase 2 pseudogene 2
HGNC:17376	AK3	adenylate kinase 3
HGNC:31099	AK3P2	adenylate kinase 3 pseudogene 2
HGNC:39062	AK3P3	adenylate kinase 3 pseudogene 3
HGNC:39063	AK3P4	adenylate kinase 3 pseudogene 4
HGNC:39064	AK3P5	adenylate kinase 3 pseudogene 5
HGNC:39065	AK3P6	adenylate kinase 3 pseudogene 6
HGNC:363	AK4	adenylate kinase 4
HGNC:364	AK4P1	adenylate kinase 4 pseudogene 1
HGNC:39066	AK4P2	adenylate kinase 4 pseudogene 2
HGNC:21596	AK4P3	adenylate kinase 4 pseudogene 3
HGNC:39067	AK4P4	adenylate kinase 4 pseudogene 4
HGNC:39068	AK4P5	adenylate kinase 4 pseudogene 5
HGNC:39069	AK4P6	adenylate kinase 4 pseudogene 6
HGNC:365	AK5	adenylate kinase 5
HGNC:49151	AK6	adenylate kinase 6
HGNC:366	AK6~withdrawn	symbol withdrawn, see AK3
HGNC:51678	AK6P1	adenylate kinase 6 pseudogene 1
HGNC:51679	AK6P2	adenylate kinase 6 pseudogene 2
HGNC:20091	AK7	adenylate kinase 7
HGNC:26526	AK8	adenylate kinase 8
HGNC:33814	AK9	adenylate kinase 9
HGNC:28285	AKAIN1	A-kinase anchor inhibitor 1
HGNC:367	AKAP1	A-kinase anchoring protein 1
HGNC:372	AKAP2	A-kinase anchoring protein 2
HGNC:373	AKAP3	A-kinase anchoring protein 3
HGNC:374	AKAP4	A-kinase anchoring protein 4
HGNC:375	AKAP5	A-kinase anchoring protein 5
HGNC:376	AKAP6	A-kinase anchoring protein 6
HGNC:377	AKAP7	A-kinase anchoring protein 7
HGNC:378	AKAP8	A-kinase anchoring protein 8
HGNC:29857	AKAP8L	A-kinase anchoring protein 8 like
HGNC:49758	AKAP8P1	A-kinase anchoring protein 8 pseudogene 1
HGNC:379	AKAP9	A-kinase anchoring protein 9
HGNC:368	AKAP10	A-kinase anchoring protein 10
HGNC:369	AKAP11	A-kinase anchoring protein 11
HGNC:39939	AKAP11-IT1~withdrawn	entry withdrawn
HGNC:370	AKAP12	A-kinase anchoring protein 12
HGNC:371	AKAP13	A-kinase anchoring protein 13
HGNC:24061	AKAP14	A-kinase anchoring protein 14
HGNC:18783	AKAP17A	A-kinase anchoring protein 17A
HGNC:38514	AKAP17BP	A-kinase anchoring protein 17B, pseudogene
HGNC:21618	AKD2~withdrawn	symbol withdrawn, see AK9
HGNC:1170	AKIP1	A-kinase interacting protein 1
HGNC:25744	AKIRIN1	akirin 1
HGNC:50794	AKIRIN1P1	akirin 1 pseudogene 1
HGNC:50797	AKIRIN1P2	akirin 1 pseudogene 2
HGNC:21407	AKIRIN2	akirin 2
HGNC:28822	AKIRIN2-AS1~withdrawn	entry withdrawn
HGNC:50796	AKIRIN2P1	akirin 2 pseudogene 1
HGNC:24108	AKNA	AT-hook transcription factor
HGNC:28398	AKNAD1	AKNA domain containing 1
HGNC:380	AKR1A1	aldo-keto reductase family 1 member A1
HGNC:381	AKR1B1	aldo-keto reductase family 1 member B
HGNC:420	AKR1B1P1	aldehyde reductase family 1 member B1 pseudogene 1
HGNC:425	AKR1B1P2	aldo-keto reductase family 1 member B1 pseudogene 2
HGNC:422	AKR1B1P3	aldo-keto reductase family 1 member B1 pseudogene 3
HGNC:423	AKR1B1P4	aldo-keto reductase family 1 member B1 pseudogene 4
HGNC:20002	AKR1B1P5	aldo-keto reductase family 1 member B1 pseudogene 5
HGNC:33498	AKR1B1P6	aldo-keto reductase family 1 member B1 pseudogene 6
HGNC:33497	AKR1B1P7	aldo-keto reductase family 1 member B1 pseudogene 7
HGNC:33496	AKR1B1P8	aldo-keto reductase family 1 member B1 pseudogene 8
HGNC:382	AKR1B10	aldo-keto reductase family 1 member B10
HGNC:45062	AKR1B10P1	aldo-keto reductase family 1 member B10 pseudogene 1
HGNC:45063	AKR1B10P2	aldo-keto reductase family 1 member B10 pseudogene 2
HGNC:383	AKR1B11~withdrawn	symbol withdrawn, see AKR1B10
HGNC:37281	AKR1B15	aldo-keto reductase family 1 member B15
HGNC:384	AKR1C1	aldo-keto reductase family 1 member C1
HGNC:385	AKR1C2	aldo-keto reductase family 1 member C2
HGNC:386	AKR1C3	aldo-keto reductase family 1 member C3
HGNC:387	AKR1C4	aldo-keto reductase family 1 member C4
HGNC:44679	AKR1C5P	aldo-keto reductase family 1 member C5, pseudogene
HGNC:44680	AKR1C6P	aldo-keto reductase family 1 member C6, pseudogene
HGNC:44681	AKR1C7P	aldo-keto reductase family 1 member C7, pseudogene
HGNC:23469	AKR1C8P	aldo-keto reductase family 1 member C8, pseudogene
HGNC:388	AKR1D1	aldo-keto reductase family 1 member D1
HGNC:11288	AKR1D1P1	aldo-keto reductase family 1 member D1 pseudogene 1
HGNC:23437	AKR1E2	aldo-keto reductase family 1 member E2
HGNC:389	AKR7A2	aldo-keto reductase family 7 member A2
HGNC:24062	AKR7A2P1	aldo-keto reductase family 7 member A2 pseudogene 1
HGNC:390	AKR7A3	aldo-keto reductase family 7 member A3
HGNC:24056	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)
HGNC:391	AKT1	AKT serine/threonine kinase 1
HGNC:28426	AKT1S1	AKT1 substrate 1
HGNC:392	AKT2	AKT serine/threonine kinase 2
